seq,result_timestamp_ns,latency_ns,user_id,score,label,label_valid,window_size_used,alpha_used,staleness_sec,occupancy_at_decision,is_burst_period
14810,227603383138458,38006000,208,0.92834341,0,0,256,0.15345612,0.082911074,0.47662902,0
14811,227603383140208,38007667,208,0.90488078,0,0,256,0.15345612,0,0.47662902,0
14812,227603383141833,38009292,208,0.94901434,0,0,256,0.15345612,0.062292118,0.47662902,0
14813,227603383143708,38011167,208,0.94080985,0,0,256,0.15345612,0.071241014,0.47662902,0
14814,227603383145375,38012833,208,0.94192454,0,0,256,0.15345612,0.15818402,0.47662902,0
14815,227603383147000,38014542,208,0.92196637,0,0,256,0.15345612,0.05972939,0.47662902,0
14816,227603383148791,38016292,208,0.95545289,0,0,256,0.15345612,0.28648093,0.47662902,0
14817,227603383150416,38017833,208,0.94790005,0,0,256,0.15345612,0,0.47662902,0
14818,227603383151875,38019333,208,0.94857095,0,0,256,0.15345612,0.039442826,0.47662902,0
14819,227603383153541,38021000,208,0.93059413,0,0,256,0.15345612,0.11556463,0.47662902,0
14820,227603383155208,38022667,208,0.95879015,0,0,256,0.15345612,0,0.47662902,0
14821,227603383156750,38024208,208,0.95168304,0,0,256,0.15345612,0.10579404,0.47662902,0
14822,227603383158416,38025833,208,0.9522223,0,0,256,0.15345612,0.11745177,0.47662902,0
14823,227603383160000,38027500,208,0.9354982,0,0,256,0.15345612,0,0.47662902,0
14824,227603383161625,38029125,208,0.96069537,0,0,256,0.15345612,0.17789467,0.47662902,0
14825,227603383163291,38030750,208,0.95392026,0,0,256,0.15345612,0.18274221,0.47662902,0
14826,227603383164875,38032333,208,0.95445328,0,0,256,0.15345612,0,0.47662902,0
14827,227603383166416,38033875,208,0.93859756,0,0,256,0.15345612,0.24442314,0.47662902,0
14828,227603383168083,38035542,208,0.96190141,0,0,256,0.15345612,0.20381041,0.47662902,0
14829,227603383169791,38037208,208,0.95538814,0,0,256,0.15345612,0.20534983,0.47662902,0
14830,227603383171541,38039000,208,0.9559628,0,0,256,0.15345612,0,0.47662902,0
14831,227603383173208,38040667,208,0.94075543,0,0,256,0.15345612,0.30719796,0.47662902,0
14832,227603383174833,38042292,208,0.96275071,0,0,256,0.15345612,0.12733413,0.47662902,0
14833,227603383176500,38048083,208,0.95645237,0,0,256,0.15345612,0.15514088,0.47662902,0
14834,227603383182416,38049875,208,0.95708309,0,0,256,0.15345612,0.141303,0.47662902,0
14835,227603383184250,38051708,208,0.94238815,0,0,256,0.15345612,0.02707389,0.47662902,0
14836,227603383185916,38053375,208,0.96340953,0,0,256,0.15345612,0.27342919,0.47662902,0
14837,227603383187500,38055000,208,0.95729263,0,0,256,0.15345612,0.056733578,0.47662902,0
14838,227603383189208,38056708,208,0.95797961,0,0,256,0.15345612,0.19481224,0.47662902,0
14839,227603383190916,38058333,208,0.94370712,0,0,256,0.15345612,0,0.47662902,0
14840,227603383192541,38060000,208,0.96396062,0,0,256,0.15345612,0.19754365,0.47662902,0
14841,227603383194208,38061708,208,0.95800005,0,0,256,0.15345612,0.031277135,0.47662902,0
14842,227603383196208,38063667,208,0.95873796,0,0,256,0.15345612,0.24480538,0.47662902,0
14843,227603383197958,38065417,208,0.9448246,0,0,256,0.15345612,0,0.47662902,0
14844,227603383199625,38067083,208,0.96444598,0,0,256,0.15345612,0.1946028,0.47662902,0
14845,227603383201416,38068875,208,0.95862221,0,0,256,0.15345612,0.27705377,0.47662902,0
14846,227603383203250,38070750,208,0.9594041,0,0,256,0.15345612,0,0.47662902,0
14847,227603383204875,38072417,208,0.94580292,0,0,256,0.15345612,0.14562663,0.47662902,0
14848,227603383206583,38038709,208,0.96488739,0,0,256,0.15345612,0.2186539,0.4914661,0
14849,227603383208250,38040375,208,0.95918483,0,0,256,0.15345612,0,0.4914661,0
14850,227603383209791,38041875,208,0.96000384,0,0,256,0.15345612,0,0.4914661,0
14851,227603383211375,38043500,208,0.94667858,0,0,256,0.15345612,0,0.4914661,0
14852,227603383213166,38045292,208,0.96529654,0,0,256,0.15345612,0,0.4914661,0
14853,227603383216250,38048459,208,0.95970252,0,0,256,0.15345612,0.30182889,0.4914661,0
14854,227603383218083,38050209,208,0.96055249,0,0,256,0.15345612,0.27517864,0.4914661,0
14855,227603383219791,38051917,208,0.94747423,0,0,256,0.15345612,0.019540502,0.4914661,0
14856,227603383221625,38053750,208,0.96568006,0,0,256,0.15345612,0,0.4914661,0
14857,227603383223416,38055542,208,0.96018406,0,0,256,0.15345612,0,0.4914661,0
14858,227603383225083,38057292,208,0.96105975,0,0,256,0.15345612,0.19211963,0.4914661,0
14859,227603383226958,38059084,208,0.9482048,0,0,256,0.15345612,0,0.4914661,0
14860,227603383228666,38060792,208,0.96604193,0,0,256,0.15345612,0.11431706,0.4914661,0
14861,227603383231875,38064000,208,0.96063515,0,0,256,0.15345612,0.10341501,0.4914661,0
14862,227603383233708,38065834,208,0.96153217,0,0,256,0.15345612,0.21557997,0.4914661,0
14863,227603383235458,38067584,208,0.94888077,0,0,256,0.15345612,0.13172816,0.4914661,0
14864,227603383237208,38069417,208,0.96638484,0,0,256,0.15345612,0,0.4914661,0
14865,227603383238916,38071042,208,0.96105978,0,0,256,0.15345612,0.072111145,0.4914661,0
14866,227603383240750,38072875,208,0.96197449,0,0,256,0.15345612,0.11212429,0.4914661,0
14867,227603383242500,38074709,208,0.94950989,0,0,256,0.15345612,0.22703193,0.4914661,0
14868,227603383244291,38076417,208,0.9667107,0,0,256,0.15345612,0,0.4914661,0
14869,227603383246000,38078209,208,0.96146093,0,0,256,0.15345612,0.1733754,0.4914661,0
14870,227603383247833,38079959,208,0.96239032,0,0,256,0.15345612,0.12646833,0.4914661,0
14871,227603383252958,38085084,208,0.95009815,0,0,256,0.15345612,0.14608285,0.4914661,0
14872,227603383254625,38086750,208,0.96702103,0,0,256,0.15345612,0.3030194,0.4914661,0
14873,227603383256333,38088459,208,0.96184098,0,0,256,0.15345612,0,0.4914661,0
14874,227603383257916,38090084,208,0.96278258,0,0,256,0.15345612,0.069694623,0.4914661,0
14875,227603383259625,38091750,208,0.95065033,0,0,256,0.15345612,0.28751948,0.4914661,0
14876,227603383261291,38093375,208,0.96731709,0,0,256,0.15345612,0.10968418,0.4914661,0
14877,227603383262875,38095000,208,0.9622019,0,0,256,0.15345612,0.18746431,0.4914661,0
14878,227603383264541,38096667,208,0.96315363,0,0,256,0.15345612,0.15708251,0.4914661,0
14879,227603383266291,38098417,208,0.95117038,0,0,256,0.15345612,0.020809518,0.4914661,0
14880,227603383268083,38100209,208,0.96759997,0,0,256,0.15345612,0.04399601,0.4914661,0
14881,227603383277541,38109667,208,0.96254537,0,0,256,0.15345612,0.2444592,0.4914661,0
14882,227603383279500,38111667,208,0.96350552,0,0,256,0.15345612,0.059817161,0.4914661,0
14883,227603383281375,38113500,208,0.95166163,0,0,256,0.15345612,0.20983644,0.4914661,0
14884,227603383283208,38115334,208,0.9681927,0,0,256,0.15761051,0.14391661,0.4914661,0
14885,227603383285125,38117250,208,0.96304969,0,0,256,0.15761051,0,0.4914661,0
14886,227603383286791,38118917,208,0.96401932,0,0,256,0.15761051,0.29883552,0.4914661,0
14887,227603383288583,38120709,208,0.95197917,0,0,256,0.15761051,0.18263634,0.4914661,0
14888,227603383290333,38122459,208,0.96836616,0,0,256,0.15761051,0.038987089,0.4914661,0
14889,227603383292125,38124250,208,0.96327989,0,0,256,0.15761051,0.091801085,0.4914661,0
14890,227603383293916,38126042,208,0.96426976,0,0,256,0.15761051,0,0.4914661,0
14891,227603383295625,38127750,208,0.95234824,0,0,256,0.15761051,0.11355446,0.4914661,0
14892,227603383297333,38129542,208,0.96857144,0,0,256,0.15761051,0.24239582,0.4914661,0
14893,227603383299125,38131250,208,0.96353775,0,0,256,0.15761051,0.20166734,0.4914661,0
14894,227603383300791,38132917,208,0.96453948,0,0,256,0.15761051,0.085156068,0.4914661,0
14895,227603383302541,38134667,208,0.95273335,0,0,256,0.15761051,0.066858813,0.4914661,0
14896,227603383304250,38136375,208,0.96878812,0,0,256,0.15761051,0.22747321,0.4914661,0
14897,227603383305958,38138167,208,0.96380367,0,0,256,0.15761051,0.034754887,0.4914661,0
14898,227603383307916,38140042,208,0.96481271,0,0,256,0.15761051,0.23344284,0.4914661,0
14899,227603383309583,38141750,208,0.95311748,0,0,256,0.15761051,0.28101572,0.4914661,0
14900,227603383311333,38143417,208,0.96900627,0,0,256,0.15761051,0.18631144,0.4914661,0
14901,227603383313041,38145167,208,0.96406827,0,0,256,0.15761051,0.14352635,0.4914661,0
14902,227603383314708,38146834,208,0.96508203,0,0,256,0.15761051,0,0.4914661,0
14903,227603383316291,38148417,208,0.95349287,0,0,256,0.15761051,0.14441299,0.4914661,0
14904,227603383318000,38150125,208,0.96922117,0,0,256,0.15761051,0.08030314,0.4914661,0
14905,227603383319750,38151875,208,0.96432717,0,0,256,0.15761051,0.023231376,0.4914661,0
14906,227603383321500,38153584,208,0.96534411,0,0,256,0.15761051,0.28400597,0.4914661,0
14907,227603383323208,38155292,208,0.95385625,0,0,256,0.15761051,0.20055096,0.4914661,0
14908,227603383324916,38157000,208,0.96943071,0,0,256,0.15761051,0,0.4914661,0
14909,227603383326625,38158750,208,0.96457856,0,0,256,0.15761051,0.12789007,0.4914661,0
14910,227603383328250,38160375,208,0.96559767,0,0,256,0.15761051,0.2496428,0.4914661,0
14911,227603383329958,38162084,208,0.95420656,0,0,256,0.15761051,0.087186769,0.4914661,0
14912,227603383331666,38163750,208,0.96930106,0,0,256,0.15761051,0.28205723,0.4914661,0
14913,227603383333333,38165459,208,0.96481705,0,0,256,0.15761051,0.14925666,0.4914661,0
14914,227603383338000,38170125,208,0.96583849,0,0,256,0.15761051,0.26819235,0.4914661,0
14915,227603383340375,38172500,208,0.9545394,0,0,256,0.15761051,0,0.4914661,0
14916,227603383342000,38174167,208,0.96982858,0,0,256,0.15761051,0.17427222,0.4914661,0
14917,227603383343750,38175875,208,0.96505453,0,0,256,0.15761051,0.15068425,0.4914661,0
14918,227603383345416,38177500,208,0.96607649,0,0,256,0.15761051,0.24982961,0.4914661,0
14919,227603383347166,38179417,208,0.95486607,0,0,256,0.15761051,0.095757909,0.4914661,0
14920,227603383349000,38181125,208,0.97002048,0,0,256,0.15761051,0,0.4914661,0
14921,227603383353041,38185167,208,0.96528287,0,0,256,0.15761051,0.19946627,0.4914661,0
14922,227603383354708,38186834,208,0.96630516,0,0,256,0.15761051,0,0.4914661,0
14923,227603383356291,38188459,208,0.95517961,0,0,256,0.15761051,0.089217596,0.4914661,0
14924,227603383360875,38193000,208,0.97020567,0,0,256,0.15761051,0.14025453,0.4914661,0
14925,227603383362541,38194667,208,0.96550304,0,0,256,0.15761051,0.30109903,0.4914661,0
14926,227603383364125,38196250,208,0.96652543,0,0,256,0.15761051,0,0.4914661,0
14927,227603383365708,38197834,208,0.95548124,0,0,256,0.15761051,0.21906134,0.4914661,0
14928,227603383367375,38204084,208,0.97038473,0,0,256,0.15761051,0.25961903,0.4914661,0
14929,227603383373833,38205959,208,0.96571569,0,0,256,0.15761051,0.15051505,0.4914661,0
14930,227603383375500,38207625,208,0.96673795,0,0,256,0.15761051,0.28263468,0.4914661,0
14931,227603383377208,38209334,208,0.95577189,0,0,256,0.15761051,0,0.4914661,0
14932,227603383378875,38211042,208,0.97055811,0,0,256,0.15761051,0.011264685,0.4914661,0
14933,227603383380666,38212792,208,0.96592137,0,0,256,0.15761051,0.052614894,0.4914661,0
14934,227603383382458,38214584,208,0.96694329,0,0,256,0.15761051,0.24066308,0.4914661,0
14935,227603383384250,38216417,208,0.95605237,0,0,256,0.15761051,0.14344305,0.4914661,0
14936,227603383386125,38218250,208,0.97072616,0,0,256,0.15761051,0.30739757,0.4914661,0
14937,227603383387916,38220042,208,0.96612051,0,0,256,0.15761051,0.2444794,0.4914661,0
14938,227603383389750,38221875,208,0.9671419,0,0,256,0.15761051,0.036123361,0.4914661,0
14939,227603383391583,38223709,208,0.95632334,0,0,256,0.15761051,0.21061562,0.4914661,0
14940,227603383393375,38225584,208,0.97088918,0,0,256,0.15761051,0.27611753,0.4914661,0
14941,227603383395208,38227334,208,0.9663135,0,0,256,0.15761051,0.30100089,0.4914661,0
14942,227603383396958,38229084,208,0.96733419,0,0,256,0.15761051,0,0.4914661,0
14943,227603383398500,38230625,208,0.95658537,0,0,256,0.15761051,0,0.4914661,0
14944,227603383400041,38232167,208,0.97104746,0,0,256,0.15761051,0.16469495,0.4914661,0
14945,227603383401708,38233834,208,0.9665007,0,0,256,0.15761051,0.040309496,0.4914661,0
14946,227603383403416,38235542,208,0.96752053,0,0,256,0.15761051,0,0.4914661,0
14947,227603383405000,38237084,208,0.95683903,0,0,256,0.15761051,0.15169506,0.4914661,0
14948,227603383406666,38238750,208,0.97120123,0,0,256,0.15761051,0.1548599,0.4914661,0
14949,227603383408333,38240459,208,0.96668241,0,0,256,0.15761051,0,0.4914661,0
14950,227603383409916,38242084,208,0.96770125,0,0,256,0.15761051,0.024971135,0.4914661,0
14951,227603383411666,38243792,208,0.95708477,0,1,256,0.15761051,0.20677976,0.4914661,0
14952,227603383413333,38245459,208,0.97135074,1,1,256,0.15761051,0.26646978,0.4914661,0
14953,227603383414958,38247084,208,0.96685891,0,1,256,0.15761051,0.28749087,0.4914661,0
14954,227603383416625,38248750,208,0.96787665,0,1,256,0.15761051,0,0.4914661,0
14955,227603383418166,38250292,208,0.95732304,0,1,256,0.15761051,0.19438268,0.4914661,0
14956,227603383419958,38252209,208,0.97149617,1,1,256,0.15761051,0.20355453,0.4914661,0
14957,227603383421708,38253834,208,0.96703048,0,1,256,0.15761051,0.2569972,0.4914661,0
14958,227603383425208,38257334,208,0.968047,0,1,256,0.15761051,0.29681745,0.4914661,0
14959,227603383426916,38259042,208,0.95755424,0,1,256,0.15761051,0,0.4914661,0
14960,227603383428541,38260625,208,0.97163773,1,1,256,0.15761051,0.25141159,0.4914661,0
14961,227603383430208,38262292,208,0.96719735,0,1,256,0.15761051,0.012347784,0.4914661,0
14962,227603383443291,38275459,208,0.96821257,0,1,256,0.15761051,0.24533463,0.4914661,0
14963,227603383445083,38277375,208,0.95777875,0,1,256,0.15761051,0.21091658,0.4914661,0
14964,227603383446958,38279167,208,0.9717756,1,1,256,0.15761051,0.13081992,0.4914661,0
14965,227603383448750,38280875,208,0.96735975,0,1,256,0.15761051,0.010589452,0.4914661,0
14966,227603383461750,38293917,208,0.96837358,0,1,256,0.15761051,0.099412173,0.4914661,0
14967,227603383463958,38296125,208,0.95799692,0,1,256,0.15761051,0,0.4914661,0
14968,227603383465666,38297792,208,0.97190995,1,1,256,0.15761051,0.03241533,0.4914661,0
14969,227603383470250,38302417,208,0.9675179,0,1,256,0.15761051,0.26746568,0.4914661,0
14970,227603383472000,38304125,208,0.96853028,0,1,256,0.15761051,0.013422723,0.4914661,0
14971,227603383473625,38305750,208,0.95820906,0,1,256,0.15761051,0.014546282,0.4914661,0
14972,227603383475291,38307417,208,0.97204093,1,1,256,0.15761051,0,0.4914661,0
14973,227603383477041,38309167,208,0.96767199,0,1,256,0.15761051,0.1262223,0.4914661,0
14974,227603383478708,38310834,208,0.96868286,0,1,256,0.15761051,0.17532863,0.4914661,0
14975,227603383480375,38312500,208,0.95841547,0,1,256,0.15761051,0,0.4914661,0
14976,227603383491833,38324042,208,0.97216871,1,1,256,0.15761051,0.1342608,0.4914661,0
14977,227603383493666,38325792,208,0.96782221,0,1,256,0.15761051,0.30840912,0.4914661,0
14978,227603383495333,38327417,208,0.96883151,0,1,256,0.15761051,0.11416363,0.4914661,0
14979,227603383497000,38329084,208,0.95861643,0,1,256,0.15761051,0.15471154,0.4914661,0
14980,227603383498625,38330750,208,0.9722934,1,1,256,0.15761051,0.11973763,0.4914661,0
14981,227603383500291,38332417,208,0.96796873,0,1,256,0.15761051,0.20027818,0.4914661,0
14982,227603383501916,38334042,208,0.96897642,0,1,256,0.15761051,0.15451549,0.4914661,0
14983,227603383503666,38335875,208,0.95881219,0,1,256,0.15761051,0,0.4914661,0
14984,227603383505291,38337417,208,0.97241516,1,1,256,0.15761051,0.15431429,0.4914661,0
14985,227603383507041,38339167,208,0.96811172,0,1,256,0.15761051,0.28771695,0.4914661,0
14986,227603383508708,38340834,208,0.96911775,0,1,256,0.15761051,0.29056534,0.4914661,0
14987,227603383512166,38344250,208,0.95900299,0,1,256,0.15761051,0.27539852,0.4914661,0
14988,227603383513916,38346084,208,0.97253409,1,1,256,0.15761051,0.086634882,0.4914661,0
14989,227603383515708,38347875,208,0.96825131,0,1,256,0.15761051,0.10427223,0.4914661,0
14990,227603383517416,38349542,208,0.96925565,0,1,256,0.15761051,0.28068295,0.4914661,0
14991,227603383527458,38359625,208,0.95918906,0,1,256,0.15761051,0.017080478,0.4914661,0
14992,227603383529250,38361417,208,0.97265032,1,1,256,0.15761051,0.18718901,0.4914661,0
14993,227603383531041,38363250,208,0.96838766,0,1,256,0.15761051,0.21933611,0.4914661,0
14994,227603383536583,38368792,208,0.96939029,0,1,256,0.15761051,0.084547065,0.4914661,0
14995,227603383540833,38372959,208,0.9593706,0,1,256,0.15761051,0,0.4914661,0
14996,227603383542625,38374750,208,0.97276395,1,1,256,0.15761051,0.073610477,0.4914661,0
14997,227603383544416,38376542,208,0.9685209,0,1,256,0.15761051,0.035098158,0.4914661,0
14998,227603383546333,38378459,208,0.96952179,0,1,256,0.15761051,0.27742448,0.4914661,0
14999,227603383548041,38380167,208,0.95954782,0,1,256,0.15761051,0.23275153,0.4914661,0
15000,227603383549791,38381917,252,0.92485153,0,0,256,0.15761051,0,0.4914661,0
15001,227603383551541,38383667,252,0.82789597,0,0,256,0.15761051,0.13866401,0.4914661,0
15002,227603383553375,38385500,252,0.81677341,0,0,256,0.15761051,0,0.4914661,0
15003,227603383555000,38387125,252,0.76250045,0,0,256,0.15761051,0.048361853,0.4914661,0
15004,227603383556750,38388834,252,0.90754715,0,0,256,0.15761051,0.19588594,0.4914661,0
15005,227603383558500,38390667,252,0.89423379,0,0,256,0.15761051,0.22520564,0.4914661,0
15006,227603383560375,38392459,252,0.89923559,0,0,256,0.15761051,0.22499056,0.4914661,0
15007,227603383562000,38394125,252,0.86819778,0,0,256,0.15761051,0.22935779,0.4914661,0
15008,227603383563666,38395792,252,0.93719816,0,0,256,0.15761051,0.13938951,0.4914661,0
15009,227603383565416,38397542,252,0.92768064,0,0,256,0.15761051,0.18475342,0.4914661,0
15010,227603383567083,38399209,252,0.92991085,0,0,256,0.15761051,0.1840125,0.4914661,0
15011,227603383568750,38400875,252,0.90609354,0,0,256,0.15761051,0.30015221,0.4914661,0
15012,227603383570375,38402542,252,0.95015289,0,0,256,0.15761051,0,0.4914661,0
15013,227603383572041,38404125,252,0.94177383,0,0,256,0.15761051,0.28907311,0.4914661,0
15014,227603383573708,38405834,252,0.94283179,0,0,256,0.15761051,0,0.4914661,0
15015,227603383575416,38407500,252,0.92249471,0,0,256,0.15761051,0.18478142,0.4914661,0
15016,227603383577125,38409250,252,0.95618558,0,0,256,0.15761051,0,0.4914661,0
15017,227603383578750,38410875,252,0.94846182,0,0,256,0.15761051,0.12532783,0.4914661,0
15018,227603383580458,38412584,252,0.94911185,0,0,256,0.15761051,0.028374903,0.4914661,0
15019,227603383582125,38414292,252,0.9307396,0,0,256,0.15761051,0.033016719,0.4914661,0
15020,227603383583916,38416042,252,0.95928845,0,0,256,0.15761051,0.12037818,0.4914661,0
15021,227603383585708,38417875,252,0.95201299,0,0,256,0.15761051,0.25717661,0.4914661,0
15022,227603383587416,38419625,252,0.95255413,0,0,256,0.15761051,0.035983786,0.4914661,0
15023,227603383589208,38427000,252,0.93542661,0,0,256,0.15761051,0,0.4914661,0
15024,227603383596625,38428750,252,0.96105635,0,0,256,0.15761051,0.24326172,0.4914661,0
15025,227603383598291,38430500,252,0.95411527,0,0,256,0.15761051,0.24969257,0.4914661,0
15026,227603383600083,38432209,252,0.95466436,0,0,256,0.15761051,0.14504604,0.4914661,0
15027,227603383601875,38434000,252,0.93840345,0,0,256,0.15761051,0.074367635,0.4914661,0
15028,227603383603708,38435834,252,0.96218163,0,0,256,0.15761051,0.263347,0.4914661,0
15029,227603383605541,38437667,252,0.9555048,0,0,256,0.15761051,0,0.4914661,0
15030,227603383607291,38439417,252,0.95610411,0,0,256,0.15761051,0.19785647,0.4914661,0
15031,227603383609083,38441209,252,0.9404936,0,0,256,0.15761051,0.078570105,0.4914661,0
15032,227603383610958,38443084,252,0.96298342,0,0,256,0.15761051,0.24544269,0.4914661,0
15033,227603383612666,38444792,252,0.95652388,0,0,256,0.15761051,0.26027939,0.4914661,0
15034,227603383614458,38446584,252,0.95718427,0,0,256,0.15761051,0,0.4914661,0
15035,227603383616125,38448250,252,0.94209032,0,0,256,0.15761051,0.26226959,0.4914661,0
15036,227603383617750,38449875,252,0.96361425,0,0,256,0.15761051,0.061984792,0.4914661,0
15037,227603383619416,38451542,252,0.95733838,0,0,256,0.15761051,0.043681961,0.4914661,0
15038,227603383621083,38453209,252,0.9580578,0,0,256,0.15761051,0.19499622,0.4914661,0
15039,227603383622916,38455042,252,0.94339143,0,0,256,0.15761051,0.30276045,0.4914661,0
15040,227603383624625,38456834,252,0.96414869,0,0,256,0.15761051,0.10162942,0.4914661,0
15041,227603383626458,38458584,252,0.95803122,0,0,256,0.15761051,0,0.4914661,0
15042,227603383628041,38460167,252,0.95880296,0,0,256,0.15761051,0.12695102,0.4914661,0
15043,227603383629708,38461792,252,0.94450115,0,0,256,0.15761051,0.23521782,0.4914661,0
15044,227603383631416,38463500,252,0.96462389,0,0,256,0.15761051,0.15448116,0.4914661,0
15045,227603383633083,38465209,252,0.95864516,0,0,256,0.15761051,0.09094245,0.4914661,0
15046,227603383634791,38466917,252,0.95946149,0,0,256,0.15761051,0.29446942,0.4914661,0
15047,227603383636500,38468584,252,0.9454773,0,0,256,0.15761051,0,0.4914661,0
15048,227603383638041,38470167,252,0.96505889,0,0,256,0.15761051,0.25001559,0.4914661,0
15049,227603383639708,38471792,252,0.9592032,0,0,256,0.15761051,0.2469596,0.4914661,0
15050,227603383641416,38473542,252,0.96005678,0,0,256,0.15761051,0,0.4914661,0
15051,227603383643041,38475209,252,0.94635376,0,0,256,0.15761051,0.036930479,0.4914661,0
15052,227603383644958,38477084,252,0.96546376,0,0,256,0.15761051,0.27763581,0.4914661,0
15053,227603383646791,38478917,252,0.95971829,0,0,256,0.15761051,0.1309182,0.4914661,0
15054,227603383648625,38480792,252,0.96060274,0,0,256,0.15761051,0.1039307,0.4914661,0
15055,227603383650500,38482625,252,0.9471517,0,0,256,0.15761051,0.091447569,0.4914661,0
15056,227603383652333,38484459,252,0.96584419,0,0,256,0.15761051,0,0.4914661,0
15057,227603383654041,38486167,252,0.96019836,0,0,256,0.15761051,0.22029638,0.4914661,0
15058,227603383655875,38488000,252,0.96110829,0,0,256,0.15761051,0.18992582,0.4914661,0
15059,227603383657666,38489792,252,0.94788528,0,0,256,0.15761051,0.22529683,0.4914661,0
15060,227603383659416,38491542,252,0.9662037,0,0,256,0.15761051,0,0.4914661,0
15061,227603383661250,38493375,252,0.96064859,0,0,256,0.15761051,0.032980353,0.4914661,0
15062,227603383663041,38495167,252,0.96157955,0,0,256,0.15761051,0.064185455,0.4914661,0
15063,227603383664875,38497042,252,0.94856452,0,0,256,0.15761051,0.1012653,0.4914661,0
15064,227603383666708,38498875,252,0.96654464,0,0,256,0.15761051,0,0.4914661,0
15065,227603383668458,38500584,252,0.9610727,0,0,256,0.15761051,0.094181761,0.4914661,0
15066,227603383670291,38502417,252,0.96202103,0,0,256,0.15761051,0.030781543,0.4914661,0
15067,227603383672000,38504084,252,0.94919696,0,0,256,0.15761051,0.073312961,0.4914661,0
15068,227603383673666,38505792,252,0.9668688,0,0,256,0.15761051,0.24129376,0.4914661,0
15069,227603383675291,38507417,252,0.96147352,0,0,256,0.15761051,0,0.4914661,0
15070,227603383676875,38509000,252,0.9624362,0,0,256,0.15761051,0.17313731,0.4914661,0
15071,227603383687208,38519375,252,0.94978848,0,0,256,0.15761051,0.29888797,0.4914661,0
15072,227603383689041,38521167,252,0.96717759,0,0,256,0.15761051,0.10639323,0.4914661,0
15073,227603383690791,38522875,252,0.96185334,0,0,256,0.15761051,0.10730913,0.4914661,0
15074,227603383692458,38524584,252,0.9628279,0,0,256,0.15761051,0,0.4914661,0
15075,227603383694125,38526209,252,0.95034379,0,0,256,0.15761051,0.13994235,0.4914661,0
15076,227603383695833,38528042,252,0.96747223,0,0,256,0.15761051,0.18533468,0.4914661,0
15077,227603383697666,38529792,252,0.96221409,0,0,256,0.15761051,0.099774994,0.4914661,0
15078,227603383699541,38531667,252,0.96319848,0,0,256,0.15761051,0,0.4914661,0
15079,227603383701291,38533417,252,0.95086687,0,0,256,0.15761051,0.20181316,0.4914661,0
15080,227603383703083,38535209,252,0.96775379,0,0,256,0.15761051,0.12711142,0.4914661,0
15081,227603383704916,38537042,252,0.96255742,0,0,256,0.15761051,0.28460214,0.4914661,0
15082,227603383706750,38538834,252,0.96354992,0,0,256,0.15761051,0.033733815,0.4914661,0
15083,227603383708541,38540667,252,0.95136097,0,0,256,0.15761051,0.05433083,0.4914661,0
15084,227603383710250,38542375,252,0.96802321,0,0,256,0.15761051,0.29738203,0.4914661,0
15085,227603383711875,38544000,252,0.96288478,0,0,256,0.15761051,0,0.4914661,0
15086,227603383713458,38545584,252,0.96388397,0,0,256,0.15761051,0.045756649,0.4914661,0
15087,227603383715166,38547292,252,0.95182895,0,0,256,0.15761051,0.14062776,0.4914661,0
15088,227603383716875,38549000,252,0.96828138,0,0,256,0.15761051,0.17921597,0.4914661,0
15089,227603383718625,38550750,252,0.96319745,0,0,256,0.15761051,0.031014107,0.4914661,0
15090,227603383720458,38552584,252,0.96420212,0,0,256,0.15761051,0,0.4914661,0
15091,227603383722166,38554292,252,0.95227321,0,0,256,0.15761051,0.087541208,0.4914661,0
15092,227603383723958,38556084,252,0.96852903,0,0,256,0.15761051,0.24343051,0.4914661,0
15093,227603383725750,38557917,252,0.96349653,0,0,256,0.15761051,0.27513233,0.4914661,0
15094,227603383727583,38559709,252,0.96450567,0,0,256,0.15761051,0.2280374,0.4914661,0
15095,227603383729375,38561542,252,0.95269585,0,0,256,0.15761051,0,0.4914661,0
15096,227603383731083,38563209,252,0.96876691,0,0,256,0.15761051,0.025297605,0.4914661,0
15097,227603383732958,38565084,252,0.96378306,0,0,256,0.15761051,0.2903592,0.4914661,0
15098,227603383734708,38566792,252,0.96479581,0,0,256,0.15761051,0.070781194,0.4914661,0
15099,227603383736416,38568542,252,0.95309875,0,0,256,0.15761051,0.28684181,0.4914661,0
15100,227603383738083,38570167,252,0.96899566,0,0,256,0.15761051,0,0.4914661,0
15101,227603383739708,38571834,252,0.96405796,0,0,256,0.15761051,0,0.4914661,0
15102,227603383741416,38573584,252,0.96507358,0,0,256,0.15761051,0.10868742,0.4914661,0
15103,227603383743250,38575459,252,0.95348351,0,0,256,0.15761051,0.10096339,0.4914661,0
15104,227603383745083,38543166,252,0.96921586,0,0,256,0.15761051,0,0.50638199,0
15105,227603383746750,38544791,252,0.96432201,0,0,256,0.15761051,0.28145778,0.50638199,0
15106,227603383748500,38546583,252,0.96533988,0,0,256,0.15761051,0.26650566,0.50638199,0
15107,227603383750166,38548291,252,0.95385157,0,0,256,0.15761051,0,0.50638199,0
15108,227603383751791,38549833,252,0.96942805,0,0,256,0.15761051,0.23015994,0.50638199,0
15109,227603383753500,38551541,252,0.96457598,0,0,256,0.15761051,0.10972984,0.50638199,0
15110,227603383755125,38553166,252,0.96559556,0,0,256,0.15761051,0.2090625,0.50638199,0
