seq,result_timestamp_ns,latency_ns,user_id,score,label,label_valid,window_size_used,alpha_used,staleness_sec,occupancy_at_decision,is_burst_period
84,227603343939041,420292,139,0.93491237,0,0,256,0.02,0.24332669,0,0
85,227603343940666,421917,139,0.94056876,0,0,256,0.02,0.11692806,0,0
86,227603343942291,423542,139,0.93974371,0,0,256,0.02,0.15525052,0,0
87,227603343944000,425250,139,0.94007697,0,0,256,0.02,0.099238135,0,0
88,227603343945708,426959,139,0.93786861,0,0,256,0.02,0.25532877,0,0
89,227603343947375,428625,139,0.94314695,0,0,256,0.02,0.29204756,0,0
90,227603343949000,430250,139,0.94233574,0,0,256,0.02,0.069035672,0,0
91,227603343950666,431917,139,0.94263575,0,0,256,0.02,0.14445853,0,0
92,227603343952250,433542,139,0.94050377,0,0,256,0.02,0.011429746,0,0
93,227603343953916,435209,139,0.94545046,0,0,256,0.02,0.040338077,0,0
94,227603343955583,436834,139,0.94465248,0,0,256,0.02,0.23185641,0,0
95,227603343957166,438417,139,0.94492347,0,0,256,0.02,0.15302211,0,0
96,227603343958791,440042,139,0.94286067,0,0,256,0.02,0.21816808,0,0
97,227603343960416,441667,139,0.94751508,0,0,256,0.02,0.050684594,0,0
98,227603343962041,443292,139,0.94672978,0,0,256,0.02,0.013483744,0,0
99,227603343963708,444959,139,0.94697538,0,0,256,0.02,0.21446408,0,0
100,227603343965291,446584,139,0.94497545,0,0,256,0.02,0.22594841,0,0
101,227603343966958,448209,139,0.94937119,0,0,256,0.02,0.28481716,0,0
102,227603343968625,449875,139,0.94859802,0,0,256,0.02,0.12702692,0,0
103,227603343970208,451459,139,0.9488214,0,0,256,0.02,0.27624556,0,0
104,227603343971833,453084,139,0.94687876,0,0,256,0.02,0.23538768,0,0
105,227603343973458,454709,139,0.95104462,0,0,256,0.02,0.018499481,0,0
106,227603343975083,456334,139,0.95028307,0,0,256,0.02,0.30094212,0,0
107,227603343976666,457917,139,0.95048699,0,0,256,0.02,0.30912831,0,0
108,227603343978291,459542,139,0.94859675,0,0,256,0.02,0.063794822,0,0
109,227603343979916,461167,139,0.95255753,0,0,256,0.02,0.1063123,0,0
110,227603343981583,462834,139,0.9518071,0,0,256,0.02,0.29802129,0,0
111,227603343983208,464459,139,0.95199392,0,0,256,0.02,0.14048152,0,0
112,227603343984833,466084,139,0.9501517,0,0,256,0.02,0.22356842,0,0
113,227603343986500,467750,139,0.9539289,0,0,256,0.02,0.28939021,0,0
114,227603343988125,469375,139,0.95318912,0,0,256,0.02,0.17244658,0,0
115,227603343989708,470959,139,0.95336093,0,0,256,0.02,0.083198629,0,0
116,227603343991375,472625,139,0.95156286,0,0,256,0.02,0.079646729,0,0
117,227603344061541,543125,139,0.9551751,0,0,256,0.02,0.21272495,0,0
118,227603344063583,544834,139,0.9544455,0,0,256,0.02,0.2049893,0,0
119,227603344065291,546542,139,0.95460413,0,0,256,0.02,0.25441885,0,0
120,227603344066958,548209,139,0.95284671,0,0,256,0.02,0.044554029,0,0
121,227603344068583,549834,139,0.95631029,0,0,256,0.02,0.16919768,0,0
122,227603344070208,551459,139,0.95559043,0,0,256,0.02,0.019298743,0,0
123,227603344071875,553125,139,0.95573746,0,0,256,0.02,0.036552653,0,0
124,227603344073541,554792,139,0.95401761,0,0,256,0.02,0.044484753,0,0
125,227603344075208,556459,139,0.95734675,0,0,256,0.02,0.067106105,0,0
126,227603344076875,558125,139,0.95663623,0,0,256,0.02,0.035248443,0,0
127,227603344078541,559792,139,0.95677304,0,0,256,0.02,0.1259879,0,0
128,227603344080208,561459,139,0.95508795,0,0,256,0.02,0.20029804,0,0
129,227603344081833,563084,139,0.95829518,0,0,256,0.02,0.11077154,0,0
130,227603344083458,564709,139,0.95759358,0,0,256,0.02,0.1812672,0,0
131,227603344085083,566334,139,0.9577214,0,0,256,0.02,0.017449971,0,0
132,227603344086791,568042,139,0.95606856,0,0,256,0.02,0.17241065,0,0
133,227603344088416,569667,139,0.95916492,0,0,256,0.02,0.27889526,0,0
134,227603344090041,571292,139,0.95847188,0,0,256,0.02,0.2340672,0,0
135,227603344091708,572959,139,0.95859178,0,0,256,0.02,0.028317926,0,0
136,227603344093375,574625,139,0.95696892,0,0,256,0.02,0.023569213,0,0
137,227603344095000,576250,139,0.95996416,0,0,256,0.02,0.044569913,0,0
138,227603344096625,577875,139,0.95927932,0,0,256,0.02,0.026254408,0,0
139,227603344098291,579542,139,0.95939224,0,0,256,0.02,0.20448668,0,0
140,227603344099916,581125,139,0.95779729,0,0,256,0.02,0.23495312,0,0
141,227603344101500,582750,139,0.96070008,0,0,256,0.02,0.22802152,0,0
142,227603344103125,584375,139,0.9600231,0,0,256,0.02,0.13613383,0,0
143,227603344104791,586042,139,0.96012989,0,0,256,0.02,0.052717969,0,0
144,227603344106458,587709,139,0.958561,0,0,256,0.02,0.25777492,0,0
145,227603344108166,589417,139,0.96137905,0,0,256,0.02,0.19144528,0,0
146,227603344109791,591042,139,0.9607096,0,0,256,0.02,0.2034093,0,0
147,227603344111458,592709,139,0.96081099,0,0,256,0.02,0.01999802,0,0
148,227603344113125,594375,139,0.95926646,0,0,256,0.02,0.1169306,0,0
149,227603344114791,596042,139,0.96200666,0,0,256,0.02,0.27461106,0,0
150,227603344116416,597667,139,0.96134444,0,0,256,0.02,0.11580379,0,0
151,227603344118083,599334,139,0.96144109,0,1,256,0.02,0.23755731,0,0
152,227603344119750,601000,139,0.95991938,0,1,256,0.02,0.1537693,0,0
153,227603344121375,602625,139,0.96258788,1,1,256,0.02,0.30051225,0,0
154,227603344123000,604292,139,0.96193261,0,1,256,0.02,0.14056188,0,0
155,227603344124666,605917,139,0.96202509,0,1,256,0.02,0.080469608,0,0
156,227603344126333,607584,139,0.96052479,0,1,256,0.02,0.20017707,0,0
157,227603344128000,609250,139,0.96312711,1,1,256,0.02,0.12467606,0,0
158,227603344129625,610875,139,0.9624785,0,1,256,0.02,0.2926552,0,0
159,227603344131291,612542,139,0.96256734,0,1,256,0.02,0.27470794,0,0
160,227603344132916,614209,139,0.96108716,0,1,256,0.02,0.2405341,0,0
161,227603344134583,615834,139,0.96362827,1,1,256,0.02,0.051380467,0,0
162,227603344136208,617459,139,0.96298608,0,1,256,0.02,0.064809762,0,0
163,227603344137833,619084,139,0.96307172,0,1,256,0.02,0.19109365,0,0
164,227603344139416,620667,139,0.96161049,0,1,256,0.02,0.12185299,0,0
165,227603344141000,622250,139,0.96409487,1,1,256,0.02,0.21645883,0,0
166,227603344142625,623875,139,0.96345885,0,1,256,0.02,0.073066786,0,0
167,227603344144250,625500,139,0.96354171,0,1,256,0.02,0.24050856,0,0
168,227603344145875,627125,139,0.96209834,0,1,256,0.02,0.28458965,0,0
169,227603344147458,628709,139,0.96453003,1,1,256,0.02,0.096775383,0,0
170,227603344149083,630334,139,0.96389995,0,1,256,0.02,0.12496548,0,0
171,227603344150708,631959,139,0.96398039,0,1,256,0.02,0.14903058,0,0
172,227603344152291,633584,139,0.96255391,0,1,256,0.02,0.29355666,0,0
173,227603344153916,635167,139,0.96493656,1,1,256,0.02,0.25530821,0,0
174,227603344155541,636792,139,0.96431221,0,1,256,0.02,0.045743596,0,0
175,227603344199833,681500,139,0.96439055,0,1,256,0.02,0.28703392,0,0
176,227603344202041,683292,139,0.96298003,0,1,256,0.02,0.24724746,0,0
177,227603344203625,684875,139,0.96531697,1,1,256,0.02,0.043200705,0,0
178,227603344205291,686584,139,0.96469814,0,1,256,0.02,0.16049042,0,0
179,227603344206916,688209,139,0.96477467,0,1,256,0.02,0.055517156,0,0
180,227603344208583,689834,139,0.96337928,0,1,256,0.02,0.079960905,0,0
181,227603344210250,691542,139,0.96567353,1,1,256,0.02,0.093845271,0,0
182,227603344211916,693167,139,0.96506001,0,1,256,0.02,0.040124852,0,0
183,227603344213583,694834,139,0.96513499,0,1,256,0.02,0.055316951,0,0
184,227603344215250,696500,139,0.96375394,0,1,256,0.02,0.28482214,0,0
185,227603344216875,698125,139,0.96600825,1,1,256,0.02,0.25807685,0,0
186,227603344218541,699792,139,0.96539988,0,1,256,0.02,0.140075,0,0
187,227603344220166,701459,139,0.96547353,0,1,256,0.02,0.27213773,0,0
188,227603344221833,703084,139,0.96410613,0,1,256,0.02,0.23257007,0,0
189,227603344223458,704709,139,0.96632299,1,1,256,0.02,0.031052412,0,0
190,227603344225125,706375,139,0.96571958,0,1,256,0.02,0.10336217,0,0
191,227603344226750,708000,139,0.96579213,0,1,256,0.02,0.11205619,0,0
192,227603344228375,709625,139,0.96443771,0,1,256,0.02,0.13425624,0,0
193,227603344230000,711250,139,0.96661942,1,1,256,0.02,0.20985973,0,0
194,227603344231625,712875,139,0.96602081,0,1,256,0.02,0.15103033,0,0
195,227603344233291,714542,139,0.96609242,0,1,256,0.02,0.17655583,0,0
196,227603344234916,716167,139,0.96475035,0,1,256,0.02,0.09008956,0,0
197,227603344236541,717792,139,0.96689901,1,1,256,0.02,0.11334141,0,0
198,227603344238208,719459,139,0.96630504,0,1,256,0.02,0.11953671,0,0
199,227603344239833,721084,139,0.96637588,0,1,256,0.02,0.30095646,0,0
200,227603344241458,722709,153,0.31456555,0,0,256,0.02,0,0,0
201,227603344243000,724250,153,0.31695009,0,0,256,0.02,0.17154305,0,0
202,227603344244625,725875,153,0.29829342,0,0,256,0.02,0.16897404,0,0
203,227603344246250,727500,153,0.52940921,0,0,256,0.02,0.13538723,0,0
204,227603344247833,729084,153,0.5035768,0,0,256,0.02,0.24863869,0,0
205,227603344249458,730709,153,0.49328114,0,0,256,0.02,0.21073875,0,0
206,227603344251041,732292,153,0.46886609,0,0,256,0.02,0.081539392,0,0
207,227603344252666,733917,153,0.59856577,0,0,256,0.02,0.24793297,0,0
208,227603344254291,735542,153,0.58694503,0,0,256,0.02,0.24352165,0,0
209,227603344255875,737125,153,0.58367267,0,0,256,0.02,0.2540853,0,0
210,227603344257500,738750,153,0.56610833,0,0,256,0.02,0.050775271,0,0
211,227603344259125,740375,153,0.65593184,0,0,256,0.02,0.097732417,0,0
212,227603344260750,742000,153,0.64957963,0,0,256,0.02,0.13590354,0,0
213,227603344262333,743584,153,0.64942442,0,0,256,0.02,0.29319331,0,0
214,227603344263958,745209,153,0.63624626,0,0,256,0.02,0.040787403,0,0
215,227603344265583,746834,153,0.70352364,0,0,256,0.02,0.28810307,0,0
216,227603344267208,748459,153,0.69964056,0,0,256,0.02,0.25176018,0,0
217,227603344268791,750042,153,0.70086665,0,0,256,0.02,0.27214345,0,0
218,227603344270375,751625,153,0.69049109,0,0,256,0.02,0.20825726,0,0
219,227603344272000,753250,153,0.7429851,0,0,256,0.02,0.054344743,0,0
220,227603344273625,754875,153,0.74037841,0,0,256,0.02,0.022602361,0,0
221,227603344275250,756500,153,0.74216519,0,0,256,0.02,0.094575241,0,0
222,227603344276875,758125,153,0.73367052,0,0,256,0.02,0.25921339,0,0
223,227603344278500,759709,153,0.77571502,0,0,256,0.02,0.08978457,0,0
224,227603344280083,761334,153,0.77380288,0,0,256,0.02,0.07453721,0,0
225,227603344281708,762959,153,0.77574723,0,0,256,0.02,0.17370342,0,0
226,227603344283291,764542,153,0.76857554,0,0,256,0.02,0.084631287,0,0
227,227603344284916,766167,153,0.80290528,0,0,256,0.02,0.28234753,0,0
228,227603344286541,767750,153,0.80138357,0,0,256,0.02,0.049491648,0,0
229,227603344288125,769375,153,0.80328861,0,0,256,0.02,0.04680901,0,0
230,227603344289750,771000,153,0.79708619,0,0,256,0.02,0.024510169,0,0
231,227603344291375,772625,153,0.82555689,0,0,256,0.02,0.21604669,0,0
232,227603344292958,774209,153,0.82426035,0,0,256,0.02,0.17332961,0,0
233,227603344294500,775750,153,0.82603541,0,0,256,0.02,0.21962103,0,0
234,227603344328250,809542,153,0.82056827,0,0,256,0.02,0.20199014,0,0
235,227603344330000,811250,153,0.84449807,0,0,256,0.02,0.063537657,0,0
236,227603344331625,812875,153,0.84333497,0,0,256,0.02,0.21818574,0,0
237,227603344333250,814500,153,0.84494475,0,0,256,0.02,0.14168419,0,0
238,227603344334875,816125,153,0.84005206,0,0,256,0.02,0.19930941,0,0
239,227603344336541,817792,153,0.86040636,0,0,256,0.02,0.1817725,0,0
240,227603344338208,819459,153,0.85932509,0,0,256,0.02,0.033682827,0,0
241,227603344339875,821125,153,0.86076284,0,0,256,0.02,0.19951086,0,0
242,227603344341500,822750,153,0.85633022,0,0,256,0.02,0.30645862,0,0
243,227603344343166,824417,153,0.87383182,0,0,256,0.02,0.14621615,0,0
244,227603344344791,826084,153,0.87280318,0,0,256,0.02,0.14091784,0,0
245,227603344346458,827709,153,0.87407628,0,0,256,0.02,0.17489126,0,0
246,227603344348083,829334,153,0.87001983,0,0,256,0.02,0.23157118,0,0
247,227603344349750,831000,153,0.88521924,0,0,256,0.02,0.30580205,0,0
248,227603344351416,832667,153,0.8842267,0,0,256,0.02,0.12525219,0,0
249,227603344353041,834334,153,0.88534891,0,0,256,0.02,0.024677623,0,0
250,227603344354750,836000,153,0.88160536,0,0,256,0.02,0.15495066,0,0
251,227603344356416,837667,153,0.89492771,0,0,256,0.02,0.25514054,0,0
252,227603344358000,839250,153,0.89396189,0,0,256,0.02,0.28481525,0,0
253,227603344359625,840875,153,0.89494917,0,0,256,0.02,0.30814084,0,0
254,227603344361291,842542,153,0.8914697,0,0,256,0.02,0.2159141,0,0
255,227603344362916,844167,153,0.90324722,0,0,256,0.02,0.23090807,0,0
256,227603344364500,822625,153,0.90230285,0,0,256,0.02,0.18667831,0.0015625,0
257,227603344366291,824417,153,0.90317117,0,0,256,0.02,0.21262915,0.0015625,0
258,227603344368041,826167,153,0.89991727,0,0,256,0.02,0.16160566,0.0015625,0
259,227603344369833,827959,153,0.91041242,0,0,256,0.02,0.11719826,0.0015625,0
260,227603344371625,829709,153,0.90948651,0,0,256,0.02,0.040896736,0.0015625,0
261,227603344373375,831500,153,0.9102509,0,0,256,0.02,0.16980898,0.0015625,0
262,227603344375083,833250,153,0.90719163,0,0,256,0.02,0.12770586,0.0015625,0
263,227603344376833,834959,153,0.91661375,0,0,256,0.02,0.12191847,0.0015625,0
264,227603344378541,836667,153,0.91570457,0,0,256,0.02,0.30334103,0.0015625,0
265,227603344380291,838417,153,0.91637859,0,0,256,0.02,0.23815483,0.0015625,0
266,227603344382000,840125,153,0.91348874,0,0,256,0.02,0.23930039,0.0015625,0
267,227603344383708,841834,153,0.92200627,0,0,256,0.02,0.1129133,0.0015625,0
268,227603344385416,843584,153,0.92111281,0,0,256,0.02,0.21588689,0.0015625,0
269,227603344387125,845250,153,0.92170846,0,0,256,0.02,0.08953689,0.0015625,0
270,227603344388875,847000,153,0.91896716,0,0,256,0.02,0.14924659,0.0015625,0
271,227603344390625,848750,153,0.92671675,0,0,256,0.02,0.26391536,0.0015625,0
272,227603344392333,850459,153,0.92583834,0,0,256,0.02,0.24210577,0.0015625,0
273,227603344394041,852167,153,0.9263661,0,0,256,0.02,0.1224028,0.0015625,0
274,227603344395791,853917,153,0.92375594,0,0,256,0.02,0.30347627,0.0015625,0
275,227603344397541,855667,153,0.93084934,0,0,256,0.02,0.14362893,0.0015625,0
276,227603344399250,857375,153,0.92998551,0,0,256,0.02,0.055527534,0.0015625,0
277,227603344401000,859167,153,0.93045446,0,0,256,0.02,0.16070545,0.0015625,0
278,227603344402708,860875,153,0.92796071,0,0,256,0.02,0.053056777,0.0015625,0
279,227603344404458,862584,153,0.93448997,0,0,256,0.02,0.15958549,0.0015625,0
280,227603344406166,864292,153,0.93364029,0,0,256,0.02,0.10487666,0.0015625,0
281,227603344407875,866000,153,0.93405826,0,0,256,0.02,0.15617654,0.0015625,0
282,227603344409625,867750,153,0.93166838,0,0,256,0.02,0.18756279,0.0015625,0
283,227603344411333,869459,153,0.93705804,0,0,256,0.02,0.27445284,0.0015625,0
284,227603344413041,871167,153,0.93687267,0,0,256,0.02,0.035488185,0.0015625,0
285,227603344414791,872917,153,0.93724644,0,0,256,0.02,0.17670907,0.0015625,0
286,227603344416500,874625,153,0.93494964,0,0,256,0.02,0.29555881,0.0015625,0
287,227603344418208,876334,153,0.9405671,0,0,256,0.02,0.046806332,0.0015625,0
288,227603344419958,916084,153,0.93974454,0,0,256,0.02,0.096545853,0.0015625,0
289,227603344460791,919000,153,0.94007988,0,0,256,0.02,0.052950848,0.0015625,0
290,227603344462708,920834,153,0.93786687,0,0,256,0.02,0.1211157,0.0015625,0
291,227603344464500,922625,153,0.94311371,0,0,256,0.02,0.037212498,0.0015625,0
292,227603344466291,924417,153,0.94230411,0,0,256,0.02,0.018963968,0.0015625,0
293,227603344468083,926209,153,0.942606,0,0,256,0.02,0.25771928,0.0015625,0
294,227603344469916,928042,153,0.9404687,0,0,256,0.02,0.057353243,0.0015625,0
295,227603344471750,929875,153,0.94539012,0,0,256,0.02,0.040365223,0.0015625,0
296,227603344473541,931667,153,0.94459307,0,0,256,0.02,0.01730842,0.0015625,0
297,227603344475333,933459,153,0.94486581,0,0,256,0.02,0.037261542,0.0015625,0
298,227603344477125,935250,153,0.94279714,0,0,256,0.02,0.010497598,0.0015625,0
299,227603344478916,937042,153,0.94743154,0,0,256,0.02,0.17488773,0.0015625,0
300,227603344480708,938834,153,0.94664661,0,0,256,0.02,0.14232686,0.0015625,0
301,227603344482541,940667,153,0.94689389,0,0,256,0.02,0.12897155,0.0015625,0
302,227603344484291,942459,153,0.94488765,0,0,256,0.02,0.043769505,0.0015625,0
303,227603344486125,944250,153,0.9492678,0,0,256,0.02,0.28300342,0.0015625,0
304,227603344487916,946084,153,0.94849455,0,0,256,0.02,0.1226452,0.0015625,0
305,227603344489750,947875,153,0.94871959,0,0,256,0.02,0.25944078,0.0015625,0
306,227603344491500,949625,153,0.94677032,0,0,256,0.02,0.21351814,0.0015625,0
307,227603344493291,951417,153,0.95092435,0,0,256,0.02,0.28016976,0.0015625,0
308,227603344495041,953167,153,0.95016235,0,0,256,0.02,0.22153999,0.0015625,0
309,227603344496791,954959,153,0.95036791,0,0,256,0.02,0.021738563,0.0015625,0
310,227603344498583,956709,153,0.94847074,0,0,256,0.02,0.24232733,0.0015625,0
311,227603344500291,958459,153,0.95242287,0,0,256,0.02,0.27790886,0.0015625,0
312,227603344502083,960209,153,0.9516717,0,0,256,0.02,0.094651282,0.0015625,0
313,227603344503875,962000,153,0.95186017,0,0,256,0.02,0.14015366,0.0015625,0
314,227603344505666,963792,153,0.95001081,0,0,256,0.02,0.044479568,0.0015625,0
315,227603344507416,965584,153,0.95378206,0,0,256,0.02,0.096921608,0.0015625,0
316,227603344509208,967334,153,0.95304128,0,0,256,0.02,0.10406242,0.0015625,0
317,227603344511000,969125,153,0.95321476,0,0,256,0.02,0.057832811,0.0015625,0
318,227603344512750,970875,153,0.95140936,0,0,256,0.02,0.14216338,0.0015625,0
319,227603344514458,972584,153,0.95501797,0,0,256,0.02,0.17918767,0.0015625,0
320,227603344516208,974334,153,0.95428717,0,0,256,0.02,0.10312559,0.0015625,0
321,227603344517958,976084,153,0.95444748,0,0,256,0.02,0.21687241,0.0015625,0
322,227603344519708,977834,153,0.95268264,0,0,256,0.02,0.055583574,0.0015625,0
323,227603344521500,979667,153,0.95614452,0,0,256,0.02,0.29959217,0.0015625,0
324,227603344523250,981375,153,0.95542331,0,0,256,0.02,0.25825232,0.0015625,0
325,227603344525000,983125,153,0.95557203,0,0,256,0.02,0.13903144,0.0015625,0
326,227603344526791,984875,153,0.95384464,0,0,256,0.02,0.10730169,0.0015625,0
327,227603344528541,986667,153,0.95717377,0,0,256,0.02,0.01762234,0.0015625,0
328,227603344530333,988459,153,0.95646175,0,0,256,0.02,0.028621348,0.0015625,0
329,227603344532125,990250,153,0.95660027,0,0,256,0.02,0.21621108,0.0015625,0
330,227603344533875,992000,153,0.95490758,0,0,256,0.02,0.10978902,0.0015625,0
331,227603344535625,993750,153,0.95811622,0,0,256,0.02,0.27504942,0.0015625,0
332,227603344537375,995500,153,0.95741302,0,0,256,0.02,0.29793623,0.0015625,0
333,227603344539125,997250,153,0.95754257,0,0,256,0.02,0.057415355,0.0015625,0
334,227603344540916,999042,153,0.95588209,0,0,256,0.02,0.28173691,0.0015625,0
335,227603344542666,1000834,153,0.95898107,0,0,256,0.02,0.26040643,0.0015625,0
336,227603344544500,1002625,153,0.95828634,0,0,256,0.02,0.12874059,0.0015625,0
337,227603344546291,1004417,153,0.95840799,0,0,256,0.02,0.29381868,0.0015625,0
338,227603344548083,1006209,153,0.95677748,0,0,256,0.02,0.097846121,0.0015625,0
339,227603344549875,1008000,153,0.95977638,0,0,256,0.02,0.057202879,0.0015625,0
340,227603344551666,1009792,153,0.95908977,0,0,256,0.02,0.27383083,0.0015625,0
341,227603344588041,1046250,153,0.95920446,0,0,256,0.02,0.019813603,0.0015625,0
342,227603344590125,1048250,153,0.95760186,0,0,256,0.02,0.19469908,0.0015625,0
343,227603344591916,1050042,153,0.96050919,0,0,256,0.02,0.10925391,0.0015625,0
344,227603344593708,1051834,153,0.95983037,0,0,256,0.02,0.26273119,0.0015625,0
345,227603344595458,1053625,153,0.95993893,0,0,256,0.02,0.058990296,0.0015625,0
